data;

set N:= 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99;
set M:= 100 101;
set F:= f0;

param p:=
0	75.7109
1	67.4218
2	54.3634
3	68.1194
4	85.8583
5	60.3864
6	62.5953
7	74.3787
8	70.3168
9	58.2512
10	76.7956
11	47.9785
12	56.9629
13	94.8475
14	75.2211
15	69.8469
16	4.3111
17	95.7490
18	76.1017
19	65.9391
20	77.2609
21	64.5609
22	56.1484
23	68.7250
24	50.9197
25	47.7706
26	100.6644
27	69.1331
28	6.1299
29	73.3567
30	76.0275
31	32.9006
32	88.2818
33	78.7873
34	90.9176
35	81.6872
36	12.2349
37	70.6922
38	59.5779
39	52.5215
40	38.3732
41	85.8558
42	46.6976
43	108.2157
44	86.1033
45	49.4960
46	86.2217
47	98.3538
48	75.5310
49	61.1129
50	75.2283
51	61.3781
52	74.6553
53	76.4982
54	62.4228
55	48.3813
56	67.9284
57	68.1274
58	73.6841
59	56.0159
60	70.7723
61	83.9838
62	62.8686
63	79.2984
64	68.6724
65	92.1775
66	59.4498
67	89.0567
68	65.5387
69	59.9040
70	88.4108
71	51.8840
72	91.0554
73	8.4350
74	87.0850
75	84.2814
76	75.3980
77	73.1527
78	48.3703
79	73.6889
80	79.1275
81	84.0726
82	44.5518
83	21.1640
84	102.9893
85	76.5517
86	63.4397
87	51.9486
88	47.4206
89	81.8881
90	66.8744
91	71.7933
92	96.2454
93	56.0475
94	52.9107
95	64.6472
96	68.4797
97	68.2046
98	96.5760
99	86.9578
100	51.3405
101	0.1874
;

param b:
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 :=
0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 83.9069 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 83.8082 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 94.2058 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 91.6021 0.0000 59.1765 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 50.4528 68.4373 85.3157 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 72.2226 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 52.7362 0.0000 0.0000 0.0000 0.0000 0.0000 91.7597 0.0000 0.0000 0.0000 0.0000 0.0000 
1 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 70.1926 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 54.8153 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 80.7393 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 58.7243 0.0000 0.0000 0.0000 0.0000 76.9044 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 54.8152 0.0000 65.3242 0.0000 0.0000 64.2786 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 58.8758 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 82.1076 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 62.8966 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 69.6845 77.2818 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 62.8966 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 60.1018 0.0000 0.0000 0.0000 0.0000 0.0000 
3 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 55.0287 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 96.0614 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 51.7169 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 93.0856 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 79.4486 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 69.6865 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 67.6315 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 52.6189 95.2567 0.0000 0.0000 0.0000 92.8549 0.0000 74.3238 0.0000 0.0000 0.0000 0.0000 0.0000 
4 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 72.7772 56.6360 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 58.3881 0.0000 0.0000 0.0000 99.5694 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 81.1263 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 54.7123 0.0000 0.0000 51.9082 58.8758 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 67.6315 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 66.7637 0.0000 82.2006 95.6474 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 69.6845 88.7088 0.0000 0.0000 0.0000 58.4004 0.0000 0.0000 0.0000 79.9865 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 64.3750 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 51.2658 0.0000 0.0000 0.0000 50.7577 0.0000 0.0000 0.0000 87.7975 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 90.9061 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 58.3881 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 0.0000 0.0000 0.0000 55.0287 72.7772 0.0000 0.0000 80.8770 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 80.9467 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 74.8492 0.0000 0.0000 0.0000 0.0000 0.0000 67.3357 0.0000 0.0000 84.1969 0.0000 0.0000 0.0000 0.0000 67.2711 0.0000 0.0000 0.0000 61.6889 77.4189 95.0354 0.0000 68.5592 0.0000 0.0000 88.2846 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 77.1935 0.0000 0.0000 64.0535 96.1610 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 53.5950 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 59.9079 0.0000 0.0000 0.0000 
7 0.0000 0.0000 0.0000 0.0000 56.6360 69.6845 80.8770 0.0000 0.0000 0.0000 58.5494 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 91.7597 64.9341 0.0000 96.5124 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 95.6474 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 95.1124 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 58.1467 93.8255 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 92.9090 0.0000 0.0000 55.2570 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 87.9410 0.0000 58.1467 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
